,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
29410,1.7278229999999999,101.250046,2014-03-24,53.0,Dumai Barat,Kota Dumai,Riau
29412,1.770991,101.281364,2014-03-24,43.0,Dumai Barat,Kota Dumai,Riau
29413,1.79338,101.259209,2014-03-24,42.0,Dumai Barat,Kota Dumai,Riau
29414,1.7978880000000002,101.201599,2014-03-24,100.0,Dumai Barat,Kota Dumai,Riau
29415,1.795178,101.18283100000001,2014-03-24,50.0,Dumai Barat,Kota Dumai,Riau
29416,1.810497,101.199699,2014-03-24,56.0,Dumai Barat,Kota Dumai,Riau
29417,1.794391,101.253578,2014-03-24,24.0,Dumai Barat,Kota Dumai,Riau
29418,1.798489,101.19609799999999,2014-03-24,100.0,Dumai Barat,Kota Dumai,Riau
29419,1.8111,101.194214,2014-03-24,56.0,Dumai Barat,Kota Dumai,Riau
29420,1.8348380000000002,101.26657900000001,2014-03-24,48.0,Dumai Barat,Kota Dumai,Riau
